video,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
0055.mp4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2
0056.mp4,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.2
0057.mp4,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.1
0058.mp4,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.1
0059.mp4,0.0,0.0,0.4,0.1,0.3,0.0,0.1,0.0
0060.mp4,0.0,0.0,0.4,0.1,0.4,0.0,0.1,0.0
0061.mp4,0.0,0.0,0.4,0.1,0.4,0.0,0.1,0.0
0062.mp4,0.0,0.0,0.5,0.1,0.4,0.1,0.1,0.0
0063.mp4,0.0,0.0,0.5,0.1,0.4,0.1,0.1,0.0
0064.mp4,0.0,0.0,0.3,0.1,0.4,0.1,0.1,0.0
0065.mp4,0.0,0.0,0.4,0.2,0.3,0.1,0.1,0.0
0066.mp4,0.0,0.0,0.5,0.2,0.3,0.1,0.1,0.0
0067.mp4,0.0,0.0,0.3,0.2,0.5,0.1,0.1,0.0
0068.mp4,0.0,0.0,0.3,0.2,0.5,0.1,0.1,0.0
0069.mp4,0.0,0.0,0.5,0.2,0.5,0.1,0.1,0.0
0070.mp4,0.0,0.0,0.5,0.3,0.5,0.1,0.1,0.0
0071.mp4,0.0,0.0,0.4,0.4,0.3,0.4,0.1,0.0
0072.mp4,0.2,0.2,0.4,0.3,0.1,0.2,0.0,0.1
0073.mp4,0.2,0.2,0.4,0.3,0.1,0.1,0.0,0.2
0074.mp4,0.2,0.2,0.4,0.3,0.1,0.1,0.0,0.3
0075.mp4,0.2,0.2,0.5,0.4,0.1,0.2,0.0,0.3
0076.mp4,0.2,0.1,0.5,0.3,0.0,0.4,0.0,0.3
0077.mp4,0.1,0.1,0.5,0.5,0.0,0.4,0.0,0.2
0078.mp4,0.1,0.1,0.3,0.3,0.0,0.5,0.1,0.2
0079.mp4,0.2,0.1,0.3,0.3,0.0,0.3,0.1,0.2
0100.mp4,0.0,0.1,0.3,0.3,0.1,0.3,0.1,0.2
0101.mp4,0.0,0.3,0.1,0.3,0.1,0.3,0.0,0.3
0102.mp4,0.0,0.3,0.1,0.2,0.1,0.2,0.0,0.3
0103.mp4,0.0,0.3,0.1,0.2,0.1,0.2,0.0,0.3
0104.mp4,0.3,0.4,0.1,0.2,0.0,0.2,0.0,0.4
0105.mp4,0.3,0.3,0.2,0.2,0.0,0.1,0.0,0.3
0106.mp4,0.3,0.3,0.3,0.2,0.0,0.1,0.0,0.3
0107.mp4,0.4,0.3,0.4,0.2,0.1,0.2,0.1,0.2
0108.mp4,0.4,0.3,0.2,0.2,0.1,0.2,0.0,0.2
0109.mp4,0.2,0.3,0.1,0.1,0.1,0.1,0.0,0.2
0110.mp4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1
0111.mp4,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.1
0112.mp4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1
0113.mp4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2
0114.mp4,0.3,0.2,0.1,0.0,0.1,0.2,0.0,0.2
0115.mp4,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.3
0116.mp4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.2
0117.mp4,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.1
0118.mp4,0.1,0.1,0.1,0.2,0.0,0.2,0.0,0.1
0119.mp4,0.1,0.1,0.2,0.3,0.2,0.3,0.1,0.1
0120.mp4,0.1,0.2,0.0,0.3,0.1,0.2,0.0,0.1
0121.mp4,0.2,0.1,0.3,0.4,0.1,0.4,0.0,0.1
0122.mp4,0.1,0.1,0.3,0.2,0.1,0.3,0.1,0.1
0123.mp4,0.1,0.1,0.1,0.1,0.0,0.2,0.1,0.0
0124.mp4,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0
0125.mp4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.1
0126.mp4,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.1
0127.mp4,0.2,0.3,0.0,0.0,0.3,0.1,0.0,0.1
0128.mp4,0.1,0.2,0.0,0.0,0.2,0.1,0.0,0.1
0129.mp4,0.3,0.3,0.0,0.0,0.1,0.0,0.0,0.1
0130.mp4,0.3,0.4,0.0,0.1,0.0,0.0,0.0,0.3
0131.mp4,0.4,0.5,0.0,0.1,0.0,0.0,0.0,0.4
0132.mp4,0.3,0.3,0.0,0.1,0.0,0.2,0.2,0.3
0133.mp4,0.1,0.1,0.3,0.2,0.2,0.3,0.3,0.1
0134.mp4,0.1,0.1,0.2,0.2,0.2,0.4,0.2,0.2
0135.mp4,0.2,0.1,0.4,0.3,0.1,0.3,0.1,0.3
0136.mp4,0.2,0.1,0.2,0.2,0.0,0.0,0.0,0.2
0137.mp4,0.1,0.0,0.3,0.3,0.0,0.1,0.0,0.2
0138.mp4,0.2,0.2,0.1,0.3,0.0,0.1,0.0,0.1
0139.mp4,0.1,0.3,0.1,0.3,0.0,0.1,0.0,0.1
0140.mp4,0.3,0.3,0.1,0.2,0.1,0.0,0.0,0.1
0141.mp4,0.4,0.4,0.2,0.4,0.0,0.1,0.0,0.1
0142.mp4,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.2
0143.mp4,0.1,0.1,0.1,0.2,0.0,0.0,0.1,0.2
0144.mp4,0.2,0.1,0.2,0.1,0.0,0.2,0.1,0.1
0145.mp4,0.2,0.2,0.2,0.2,0.0,0.1,0.0,0.1
0146.mp4,0.1,0.1,0.3,0.2,0.1,0.2,0.0,0.1
0147.mp4,0.0,0.1,0.3,0.2,0.1,0.3,0.0,0.1
0148.mp4,0.1,0.1,0.3,0.2,0.1,0.3,0.0,0.1
0149.mp4,0.2,0.1,0.3,0.2,0.2,0.4,0.0,0.1
0150.mp4,0.2,0.2,0.3,0.2,0.2,0.4,0.0,0.1
0151.mp4,0.1,0.1,0.3,0.2,0.2,0.4,0.0,0.1
0152.mp4,0.1,0.1,0.3,0.2,0.2,0.4,0.0,0.1
0153.mp4,0.2,0.1,0.2,0.1,0.1,0.3,0.0,0.1
0154.mp4,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.1
0155.mp4,0.2,0.2,0.1,0.1,0.1,0.2,0.0,0.1
0156.mp4,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.1
0157.mp4,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.2
0158.mp4,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2
0159.mp4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2
0160.mp4,0.1,0.0,0.7,0.7,0.2,0.5,0.3,0.3
0161.mp4,0.2,0.0,0.7,0.7,0.2,0.5,0.4,0.3
0162.mp4,0.2,0.0,0.6,0.6,0.3,0.5,0.3,0.3
0163.mp4,0.2,0.0,0.5,0.5,0.3,0.5,0.4,0.3
0164.mp4,0.1,0.0,0.7,0.4,0.3,0.6,0.3,0.4
0165.mp4,0.1,0.0,0.6,0.3,0.3,0.5,0.2,0.3
0166.mp4,0.1,0.0,0.4,0.3,0.3,0.6,0.4,0.3
0167.mp4,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2
0168.mp4,0.3,0.3,0.0,0.1,0.1,0.0,0.1,0.1
0169.mp4,0.3,0.3,0.0,0.1,0.1,0.3,0.2,0.1
0170.mp4,0.2,0.2,0.0,0.1,0.1,0.4,0.3,0.0
0171.mp4,0.3,0.3,0.0,0.2,0.1,0.2,0.2,0.0
0172.mp4,0.3,0.4,0.0,0.2,0.1,0.2,0.2,0.0
0173.mp4,0.2,0.3,0.0,0.2,0.3,0.2,0.2,0.0
0174.mp4,0.3,0.3,0.0,0.2,0.3,0.2,0.1,0.0
0175.mp4,0.4,0.3,0.0,0.2,0.2,0.0,0.1,0.0
0176.mp4,0.5,0.4,0.0,0.2,0.0,0.0,0.1,0.0
0177.mp4,0.4,0.4,0.0,0.3,0.0,0.2,0.1,0.1
0178.mp4,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.1
0179.mp4,0.2,0.3,0.0,0.2,0.1,0.3,0.3,0.1
0200.mp4,0.2,0.0,0.7,0.7,0.3,0.5,0.7,0.2
0201.mp4,0.2,0.0,0.7,0.5,0.3,0.6,0.7,0.3
0202.mp4,0.1,0.0,0.4,0.3,0.5,0.4,0.3,0.4
0203.mp4,0.1,0.2,0.4,0.2,0.5,0.1,0.1,0.3
0204.mp4,0.1,0.1,0.4,0.1,0.2,0.0,0.0,0.3
0205.mp4,0.1,0.1,0.4,0.1,0.2,0.0,0.0,0.3
0206.mp4,0.1,0.1,0.5,0.1,0.2,0.2,0.0,0.3
0207.mp4,0.1,0.1,0.5,0.1,0.2,0.2,0.0,0.3
0208.mp4,0.1,0.1,0.5,0.1,0.2,0.2,0.0,0.3
0209.mp4,0.1,0.1,0.4,0.1,0.2,0.2,0.0,0.2
0210.mp4,0.1,0.1,0.3,0.1,0.0,0.2,0.1,0.2
0211.mp4,0.1,0.1,0.3,0.1,0.0,0.2,0.1,0.2
0212.mp4,0.1,0.2,0.2,0.1,0.0,0.2,0.1,0.3
0213.mp4,0.1,0.2,0.2,0.1,0.0,0.2,0.1,0.3
0214.mp4,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.2
0215.mp4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.2
0216.mp4,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.2
0217.mp4,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2
0218.mp4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2
0219.mp4,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2
0220.mp4,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.2
0221.mp4,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.2
0222.mp4,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.2
0223.mp4,0.3,0.2,0.2,0.1,0.1,0.1,0.0,0.1
0224.mp4,0.3,0.2,0.2,0.1,0.1,0.1,0.0,0.1
0225.mp4,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.3
0226.mp4,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.3
0227.mp4,0.2,0.2,0.2,0.1,0.2,0.1,0.0,0.3
0228.mp4,0.2,0.2,0.2,0.1,0.2,0.1,0.0,0.3
0229.mp4,0.2,0.2,0.2,0.1,0.2,0.1,0.0,0.3
0230.mp4,0.2,0.2,0.2,0.3,0.2,0.1,0.0,0.2
0231.mp4,0.2,0.2,0.2,0.2,0.1,0.1,0.0,0.2
0232.mp4,0.2,0.3,0.3,0.2,0.1,0.1,0.0,0.3
0233.mp4,0.2,0.3,0.2,0.2,0.1,0.1,0.0,0.2
0234.mp4,0.3,0.3,0.1,0.1,0.0,0.2,0.1,0.2
0235.mp4,0.3,0.3,0.2,0.1,0.0,0.1,0.1,0.3
0236.mp4,0.3,0.3,0.1,0.1,0.0,0.1,0.0,0.3
0237.mp4,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.2
0238.mp4,0.1,0.2,0.3,0.1,0.2,0.1,0.0,0.2
0239.mp4,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.1
0240.mp4,0.2,0.2,0.1,0.3,0.1,0.0,0.0,0.1
0241.mp4,0.0,0.1,0.3,0.3,0.1,0.1,0.1,0.2
0242.mp4,0.0,0.1,0.2,0.2,0.1,0.1,0.1,0.2
0243.mp4,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.2
0244.mp4,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.2
0245.mp4,0.3,0.3,0.1,0.1,0.0,0.1,0.0,0.2
0246.mp4,0.2,0.2,0.2,0.1,0.0,0.1,0.0,0.2
0247.mp4,0.2,0.1,0.3,0.1,0.0,0.1,0.0,0.3
0248.mp4,0.1,0.1,0.2,0.1,0.3,0.1,0.0,0.2
0249.mp4,0.4,0.2,0.1,0.0,0.2,0.2,0.1,0.2
0250.mp4,0.1,0.1,0.1,0.0,0.3,0.1,0.1,0.2
0251.mp4,0.1,0.2,0.1,0.0,0.3,0.1,0.1,0.2
0252.mp4,0.3,0.3,0.1,0.1,0.3,0.1,0.0,0.3
0253.mp4,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.3
0254.mp4,0.0,0.0,0.4,0.2,0.2,0.3,0.2,0.3
0255.mp4,0.0,0.0,0.4,0.2,0.2,0.3,0.2,0.3
0256.mp4,0.0,0.0,0.4,0.2,0.2,0.4,0.4,0.4
0257.mp4,0.0,0.0,0.5,0.2,0.2,0.5,0.5,0.5
0258.mp4,0.0,0.0,0.5,0.2,0.2,0.5,0.5,0.5
0259.mp4,0.0,0.0,0.4,0.2,0.2,0.6,0.4,0.4
0260.mp4,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1
0261.mp4,0.2,0.1,0.1,0.1,0.0,0.1,0.0,0.1
0262.mp4,0.2,0.3,0.1,0.0,0.1,0.1,0.0,0.1
0263.mp4,0.1,0.2,0.3,0.1,0.1,0.2,0.1,0.2
0264.mp4,0.1,0.2,0.3,0.1,0.1,0.2,0.2,0.3
0265.mp4,0.1,0.2,0.3,0.1,0.1,0.2,0.2,0.3
0266.mp4,0.0,0.0,0.6,0.6,0.3,0.7,0.8,0.5
0267.mp4,0.0,0.0,0.5,0.3,0.4,0.7,0.5,0.7
0268.mp4,0.0,0.0,0.5,0.3,0.6,0.4,0.4,0.6
0269.mp4,0.2,0.2,0.3,0.1,0.5,0.3,0.2,0.4
0270.mp4,0.2,0.2,0.3,0.1,0.3,0.3,0.3,0.4
0271.mp4,0.0,0.1,0.3,0.1,0.3,0.3,0.3,0.3
0272.mp4,0.0,0.2,0.3,0.1,0.3,0.1,0.2,0.3
0273.mp4,0.0,0.1,0.3,0.1,0.2,0.1,0.1,0.2
0274.mp4,0.1,0.3,0.3,0.1,0.3,0.1,0.0,0.2
0275.mp4,0.1,0.2,0.4,0.1,0.3,0.1,0.0,0.2
0276.mp4,0.0,0.1,0.3,0.1,0.1,0.1,0.0,0.2
0277.mp4,0.1,0.2,0.2,0.0,0.0,0.1,0.0,0.3
0278.mp4,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2
0279.mp4,0.3,0.0,0.2,0.1,0.2,0.1,0.0,0.2
0300.mp4,0.4,0.5,0.3,0.3,0.2,0.1,0.1,0.2
0301.mp4,0.4,0.5,0.2,0.1,0.2,0.0,0.0,0.2
0302.mp4,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.2
0303.mp4,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1
0304.mp4,0.2,0.3,0.2,0.1,0.1,0.0,0.0,0.3
0305.mp4,0.2,0.4,0.2,0.2,0.1,0.0,0.0,0.3
0306.mp4,0.2,0.5,0.2,0.2,0.1,0.0,0.0,0.3
0307.mp4,0.2,0.5,0.2,0.2,0.1,0.0,0.0,0.3
0308.mp4,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.1
0309.mp4,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.1
0310.mp4,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.1
0311.mp4,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.1
0312.mp4,0.0,0.2,0.3,0.1,0.3,0.0,0.0,0.1
0313.mp4,0.1,0.2,0.4,0.1,0.3,0.0,0.0,0.2
0314.mp4,0.0,0.1,0.2,0.1,0.2,0.0,0.0,0.2
0315.mp4,0.0,0.1,0.2,0.1,0.2,0.0,0.0,0.2
0316.mp4,0.1,0.2,0.2,0.1,0.2,0.0,0.0,0.2
0317.mp4,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.2
0318.mp4,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.3
0319.mp4,0.1,0.1,0.1,0.0,0.2,0.1,0.0,0.2
0320.mp4,0.1,0.1,0.1,0.0,0.2,0.1,0.0,0.2
0321.mp4,0.2,0.3,0.0,0.0,0.2,0.0,0.0,0.2
0322.mp4,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.2
0323.mp4,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.1
0324.mp4,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.2
0325.mp4,0.1,0.1,0.2,0.1,0.2,0.1,0.0,0.3
0326.mp4,0.2,0.3,0.2,0.1,0.2,0.1,0.0,0.3
0327.mp4,0.2,0.3,0.2,0.1,0.2,0.1,0.0,0.3
0328.mp4,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.2
0329.mp4,0.1,0.0,0.3,0.1,0.3,0.1,0.1,0.2
0330.mp4,0.0,0.0,0.3,0.1,0.2,0.1,0.1,0.2
0331.mp4,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1
0332.mp4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0333.mp4,0.2,0.3,0.1,0.0,0.1,0.1,0.1,0.2
0334.mp4,0.1,0.3,0.2,0.0,0.2,0.2,0.1,0.2
0335.mp4,0.3,0.4,0.0,0.0,0.1,0.1,0.0,0.3
0336.mp4,0.2,0.4,0.0,0.1,0.1,0.1,0.0,0.3
0337.mp4,0.4,0.5,0.0,0.1,0.0,0.0,0.0,0.3
0338.mp4,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.1
0339.mp4,0.0,0.0,0.2,0.0,0.2,0.1,0.0,0.2
0340.mp4,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.2
0341.mp4,0.0,0.0,0.3,0.1,0.3,0.1,0.0,0.3
0342.mp4,0.0,0.0,0.4,0.1,0.3,0.2,0.1,0.3
0343.mp4,0.0,0.0,0.4,0.1,0.3,0.2,0.1,0.3
0344.mp4,0.0,0.0,0.4,0.1,0.3,0.2,0.1,0.3
0345.mp4,0.0,0.0,0.4,0.1,0.3,0.2,0.1,0.4
0346.mp4,0.0,0.0,0.4,0.1,0.3,0.2,0.0,0.4
0347.mp4,0.0,0.0,0.4,0.1,0.3,0.1,0.0,0.3
0348.mp4,0.0,0.0,0.4,0.1,0.3,0.1,0.0,0.3
0349.mp4,0.0,0.0,0.3,0.1,0.3,0.0,0.0,0.3
0350.mp4,0.1,0.0,0.3,0.1,0.2,0.0,0.0,0.2
0351.mp4,0.1,0.0,0.3,0.1,0.2,0.0,0.0,0.2
0352.mp4,0.0,0.0,0.2,0.1,0.2,0.1,0.0,0.2
0353.mp4,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1
0354.mp4,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.1
0355.mp4,0.2,0.1,0.1,0.0,0.1,0.0,0.0,0.2
0356.mp4,0.2,0.1,0.1,0.0,0.1,0.0,0.0,0.2
0357.mp4,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.2
0358.mp4,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.1
0359.mp4,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.1
0360.mp4,0.1,0.2,0.2,0.0,0.2,0.0,0.0,0.2
0361.mp4,0.2,0.3,0.1,0.0,0.3,0.0,0.0,0.2
0362.mp4,0.0,0.0,0.8,0.8,0.4,0.7,0.3,0.6
0363.mp4,0.1,0.0,0.9,0.8,0.4,0.8,0.4,0.7
0364.mp4,0.1,0.0,0.8,0.7,0.4,0.7,0.4,0.7
0365.mp4,0.0,0.0,0.6,0.5,0.5,0.6,0.7,0.5
0366.mp4,0.0,0.0,0.6,0.5,0.5,0.6,0.7,0.5
0367.mp4,0.0,0.0,0.5,0.4,0.4,0.7,0.8,0.5
0368.mp4,0.0,0.0,0.5,0.4,0.4,0.8,0.8,0.5
0369.mp4,0.0,0.0,0.4,0.2,0.3,0.7,0.7,0.5
0370.mp4,0.0,0.0,0.5,0.5,0.3,0.7,0.7,0.6
0371.mp4,0.0,0.0,0.4,0.3,0.3,0.6,0.6,0.5
0372.mp4,0.0,0.0,0.4,0.3,0.3,0.4,0.4,0.4
0373.mp4,0.0,0.0,0.3,0.1,0.3,0.2,0.2,0.3
0374.mp4,0.1,0.1,0.2,0.1,0.4,0.1,0.0,0.3
0375.mp4,0.1,0.1,0.2,0.1,0.4,0.1,0.0,0.3
0376.mp4,0.1,0.0,0.4,0.2,0.4,0.1,0.1,0.4
0377.mp4,0.1,0.0,0.4,0.2,0.4,0.3,0.2,0.4
0378.mp4,0.1,0.0,0.4,0.2,0.4,0.3,0.2,0.4
0379.mp4,0.1,0.0,0.3,0.0,0.2,0.3,0.2,0.3
